customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15732963,722,Spain,Female,29,9,0,2,1,1,142033,Retention
15794171,475,France,Female,45,0,134264,1,1,0,27822,Churn
15788448,490,Spain,Male,31,3,145260,1,0,1,114066,Retention
15729599,804,Spain,Male,33,7,76548,1,0,1,98453,Retention
15717426,850,France,Male,36,7,0,1,1,1,40812,Retention
15585768,582,Germany,Male,41,6,70349,2,0,1,178074,Retention
15619360,472,Spain,Male,40,4,0,1,1,0,70154,Retention
15738148,465,France,Female,51,8,122522,1,0,0,181297,Churn
15687946,556,France,Female,61,2,117419,1,1,1,94153,Retention
15755196,834,France,Female,49,2,131394,1,0,0,194365,Churn
15684171,660,Spain,Female,61,5,155931,1,1,1,158338,Retention
15754849,776,Germany,Female,32,4,109421,2,1,1,126517,Retention
15602280,829,Germany,Female,27,9,112045,1,1,1,119708,Churn
15771573,637,Germany,Female,39,9,137843,1,1,1,117622,Churn
15766205,550,Germany,Male,38,2,103391,1,0,1,90878,Retention
15771873,776,Germany,Female,37,2,103769,2,1,0,194099,Retention
15616550,698,Germany,Male,44,10,116363,2,1,0,198059,Retention
15768193,585,Germany,Male,36,5,146050,2,0,0,86424,Retention
15683553,788,France,Female,33,5,0,2,0,0,116978,Retention
15702298,655,Germany,Male,41,8,125561,1,0,0,164040,Churn
15569590,601,Germany,Male,42,1,98495,1,1,0,40014,Churn
15760861,619,France,Male,43,1,125211,1,1,1,113410,Retention
15630053,656,France,Male,45,5,127864,1,1,0,87107,Retention
15647091,725,Germany,Male,19,0,75888,1,0,0,45613,Retention
15623944,511,Spain,Female,66,4,0,1,1,0,1643,Churn
15804771,614,France,Male,51,4,40685,1,1,1,46775,Retention
15651280,742,Germany,Male,35,5,136857,1,0,0,84509,Retention
15773469,687,Germany,Female,27,9,152328,2,0,0,126494,Retention
15702014,555,Spain,Male,33,1,56084,2,0,0,178798,Retention
15751208,684,Spain,Male,56,8,78707,1,1,1,99398,Retention
15592461,603,Germany,Male,26,4,109166,1,1,1,92840,Retention
15789484,751,Germany,Female,36,6,169831,2,1,1,27758,Retention
15696061,581,Germany,Female,34,1,101633,1,1,0,110431,Retention
15641582,735,Germany,Male,43,10,123180,2,1,1,196673,Retention
15638424,661,Germany,Female,35,5,150725,2,0,1,113656,Retention
15755648,675,France,Female,21,8,98373,1,1,0,18203,Retention
15703793,738,Germany,Male,58,2,133745,4,1,0,28373,Churn
15620344,813,France,Male,29,6,0,1,1,0,33953,Retention
15812518,657,Spain,Female,37,0,163607,1,0,1,44203,Retention
15779052,604,Germany,Female,25,5,157780,2,1,1,58426,Retention
15770811,519,France,Male,36,9,0,2,0,1,145562,Retention
15780961,735,France,Female,21,1,178718,2,1,0,22388,Retention
15614049,664,France,Male,55,8,0,2,1,1,139161,Retention
15662085,678,France,Female,32,9,0,1,1,1,148210,Retention
15575185,757,Spain,Male,33,5,77253,1,0,1,194239,Retention
15803136,416,Germany,Female,41,10,122189,2,1,0,98301,Retention
15706021,665,France,Female,34,1,96645,2,0,0,171413,Retention
15663706,777,France,Female,32,2,0,1,1,0,136458,Churn
15641732,543,France,Female,36,3,0,2,0,0,26019,Retention
15701164,506,France,Female,34,4,90307,1,1,1,159235,Retention
15738751,493,France,Female,46,4,0,2,1,0,1907,Retention
15805254,652,Spain,Female,75,10,0,2,1,1,114675,Retention
15762418,750,Spain,Male,22,3,121681,1,1,0,128643,Churn
15625759,729,France,Male,30,9,0,2,1,0,151869,Retention
15622897,646,France,Female,46,4,0,3,1,0,93251,Churn
15767954,635,Germany,Female,28,3,81623,2,1,1,156791,Retention
15757535,647,Spain,Female,44,5,0,3,1,1,174205,Churn
15731511,808,France,Male,45,7,118626,2,1,0,147132,Retention
15809248,524,France,Female,36,10,0,2,1,0,109614,Retention
15640635,769,France,Male,29,8,0,2,1,1,172290,Retention
15676966,730,Spain,Male,42,4,0,2,0,1,85982,Retention
15699461,515,Spain,Male,35,10,176273,1,0,1,121277,Retention
15738721,773,Spain,Male,41,9,102827,1,0,1,64595,Retention
15693683,814,Germany,Male,29,8,97086,2,1,1,197276,Retention
15604348,710,Spain,Male,22,8,0,2,0,0,99645,Retention
15633059,413,France,Male,34,9,0,2,0,0,6534,Retention
15808582,665,France,Female,40,6,0,1,1,1,161848,Retention
15743192,623,France,Female,44,6,0,2,0,0,167162,Retention
15580146,738,France,Male,31,9,82674,1,1,0,41970,Retention
15776605,528,Spain,Male,36,7,0,2,1,0,60536,Retention
15804919,670,Spain,Female,65,1,0,1,1,1,177655,Churn
15613854,622,Spain,Female,46,4,107073,2,1,1,30984,Churn
15599195,582,Germany,Male,32,1,88938,1,1,1,10054,Retention
15812878,785,Germany,Female,36,2,99806,1,0,1,36976,Retention
15602312,605,Spain,Male,33,5,150092,1,0,0,71862,Retention
15744689,479,Germany,Male,35,9,92833,1,1,0,99449,Churn
15803526,685,Germany,Male,30,3,90536,1,0,1,63082,Retention
15665790,538,Germany,Male,39,7,108055,2,1,0,27231,Retention
15715951,562,France,Male,42,2,100238,1,0,0,86797,Retention
15591100,675,Spain,Male,36,9,106190,1,0,1,22994,Retention
15609618,721,Germany,Male,28,9,154475,2,0,1,101300,Churn
15675522,628,Germany,Female,30,9,132351,2,1,1,74169,Retention
15705512,668,Germany,Female,37,6,167864,1,1,0,115638,Retention
15698028,506,France,Female,41,1,0,2,1,0,31766,Retention
15661670,524,Germany,Female,31,8,107818,1,1,0,199725,Churn
15600781,699,Germany,Male,34,4,185173,2,1,0,120834,Retention
15682472,828,France,Male,34,8,129433,2,0,0,38131,Retention
15580203,674,Spain,Male,39,6,120193,1,0,0,100130,Retention
15690673,656,France,Female,39,6,0,2,1,0,141069,Retention
15760085,684,Germany,Female,48,10,126384,1,1,1,198129,Retention
15779659,625,France,Female,28,3,0,1,0,0,183646,Retention
15627360,432,France,Male,42,9,152603,1,1,0,110265,Churn
15671137,549,France,Female,52,1,0,1,0,1,8636,Churn
15782688,625,Germany,Male,56,0,148507,1,1,0,46824,Churn
15575492,828,France,Female,41,7,0,2,1,0,171378,Retention
15591607,770,France,Male,24,9,101827,1,1,0,167256,Retention
15740404,758,France,Female,34,3,0,2,1,1,124226,Retention
15718369,795,Germany,Female,33,9,130862,1,1,1,114935,Retention
15677871,687,France,Male,38,9,122570,1,1,1,35608,Retention
15642004,686,France,Male,25,1,0,2,0,1,16459,Retention
15712543,789,Germany,Male,39,7,124828,2,1,1,124411,Retention
15584518,589,Germany,Female,50,5,144895,2,1,1,34941,Retention
15802381,461,Germany,Female,34,5,63663,1,0,1,167784,Retention
15610156,637,France,Male,40,2,133463,1,0,1,93165,Retention
15594408,584,Spain,Female,48,2,213146,1,1,0,75161,Churn
15640905,579,Spain,Female,35,1,129490,2,0,1,8590,Churn
15698932,756,Germany,Male,44,10,137452,1,1,0,189543,Retention
15724944,663,France,Male,34,7,0,2,1,1,180427,Retention
15628145,682,France,Female,43,5,125851,1,1,1,193318,Retention
15713483,793,Spain,Male,52,2,0,1,1,0,159123,Churn
15612350,691,France,Female,31,5,40915,1,1,0,126213,Churn
15800703,485,Spain,Female,21,5,113157,1,1,1,54141,Retention
15705707,635,Spain,Female,29,8,138296,2,1,0,141075,Retention
15754105,650,France,Male,37,5,106967,1,0,0,24495,Retention
15703264,735,France,Male,44,9,120681,1,1,0,74836,Retention
15794413,416,France,Male,32,0,0,2,0,1,878,Retention
15650237,754,Spain,Female,32,7,0,2,1,0,89520,Retention
15759618,535,France,Female,48,9,0,1,1,0,149892,Churn
15811589,716,Spain,Male,42,8,0,2,1,0,180800,Retention
15689044,539,France,Male,37,2,127609,1,1,0,98646,Retention
15709368,614,France,Female,43,6,0,2,1,1,109041,Retention
15679145,706,Spain,Male,57,7,0,1,1,0,17941,Churn
15655007,758,France,Female,33,7,0,2,0,0,82996,Retention
15623595,586,Spain,Female,28,2,0,2,1,1,92067,Retention
15589975,646,France,Female,73,6,97259,1,0,1,104719,Retention
15804017,631,Germany,Female,33,4,123246,1,0,0,112687,Retention
15692132,717,Spain,Female,22,6,101060,1,0,1,84699,Retention
15641122,684,France,Male,30,2,0,2,1,0,83473,Retention
15630910,800,France,Female,49,7,108007,1,0,0,47125,Retention
15680772,721,Spain,Female,36,2,0,2,1,1,106977,Retention
15658929,683,Spain,Male,29,0,133702,1,1,0,55582,Churn
15585388,660,Germany,Male,31,9,125189,2,1,1,139874,Retention
15724623,704,Germany,Female,24,7,113034,1,1,0,162503,Churn
15588537,615,Spain,Female,41,9,109013,1,1,0,196499,Retention
15574692,667,Spain,Female,39,2,0,2,1,0,40721,Churn
15611325,682,Germany,Male,24,9,57929,2,0,0,53134,Retention
15587562,484,France,Female,29,4,130114,1,1,0,164017,Retention
15613172,628,Germany,Male,27,5,95826,2,1,0,155996,Retention
15651022,480,Germany,Male,44,10,129608,1,1,0,5472,Churn
15586310,578,France,Male,30,4,169462,1,1,0,112187,Retention
15625524,512,France,Male,40,5,0,2,1,1,146457,Retention
15755209,484,Spain,Female,35,7,133868,1,1,1,27286,Retention
15645248,510,France,Female,30,0,0,2,1,1,130553,Retention
15790355,606,Germany,Male,36,5,190479,2,0,0,179351,Retention
15762615,597,Spain,Female,40,8,101993,1,0,1,94774,Retention
15625426,754,Germany,Female,55,3,161608,1,1,0,8080,Churn
15716334,850,Spain,Female,45,2,122311,1,1,1,19482,Retention
15789669,510,France,Male,65,2,0,2,1,1,48071,Retention
15621075,778,Germany,Female,45,1,162150,2,1,0,174531,Retention
15810845,636,France,Male,42,2,0,2,1,1,55470,Retention
15719377,804,France,Female,50,4,0,1,1,1,8546,Churn
15654506,514,France,Male,32,8,0,2,1,0,95857,Retention
15771977,730,France,Female,39,1,99010,1,1,0,194945,Retention
15708710,525,Spain,Female,37,0,0,1,0,1,131521,Retention
15726676,616,Spain,Male,30,5,0,2,0,1,196108,Retention
15587421,687,Germany,Female,34,7,111388,2,1,0,148564,Retention
15726931,715,France,Female,41,8,56214,2,0,0,92982,Churn
15771086,512,France,Female,36,3,84327,2,1,0,17675,Retention
15756850,479,France,Male,40,1,0,2,0,0,114996,Retention
15702741,601,France,Male,32,8,93012,1,1,0,86957,Retention
15679200,580,Spain,Male,29,9,61710,2,1,0,128077,Retention
15594815,807,France,Male,35,3,174790,1,1,1,600,Retention
15635905,616,Spain,Female,32,6,0,2,1,1,43001,Retention
15777892,721,Germany,Male,37,3,107720,1,1,1,158591,Retention
15656176,501,France,Male,57,10,0,2,1,1,47847,Retention
15811127,521,France,Male,35,6,96423,1,1,0,10488,Retention
15604482,850,Spain,Male,30,2,141040,1,1,1,5978,Retention
15622911,759,France,Male,42,4,105420,1,0,1,121409,Retention
15600974,516,Spain,Male,50,5,0,1,0,1,146145,Churn
15727868,711,France,Female,38,2,129022,2,1,1,14374,Churn
15627801,512,Spain,Male,33,3,176666,1,1,0,94670,Retention
15773039,550,France,Male,37,3,0,1,1,1,179670,Retention
15755262,608,Spain,Female,41,3,89763,1,0,0,199304,Churn
15679531,618,France,Male,34,5,134954,1,1,1,151954,Retention
15684181,643,France,Male,45,5,0,1,1,0,142513,Churn
15612087,671,France,Male,45,2,106376,1,0,1,158264,Retention
15752047,689,Germany,Male,33,2,161814,2,1,0,169381,Retention
15624592,603,France,Male,31,8,0,2,1,1,169915,Retention
15573152,620,France,Female,41,9,0,2,0,0,88852,Retention
15594917,676,France,Female,34,1,63095,1,1,1,40645,Retention
15785542,572,Germany,Male,26,4,118287,2,0,0,60427,Retention
15723488,668,Germany,Male,47,7,106854,1,0,1,157959,Churn
15680920,695,France,Male,46,7,49512,1,1,0,133007,Retention
15786308,730,Spain,Female,33,9,0,2,0,0,176576,Retention
15659366,807,France,Male,43,1,105799,2,1,0,34888,Churn
15774854,592,France,Male,54,8,0,1,1,1,28737,Churn
15725311,726,France,Female,31,9,114722,2,1,1,98178,Retention
15787155,514,Spain,Male,30,7,0,1,0,1,125010,Retention
15727829,567,France,Male,42,2,0,2,1,1,167984,Retention
15733247,850,France,Male,33,10,0,1,1,0,4861,Churn
15568748,671,Germany,Male,45,6,99564,1,1,1,108872,Churn
15699029,670,France,Male,37,4,170557,2,1,0,198252,Retention
15774393,694,France,Female,30,9,0,2,1,1,26960,Retention
15676895,547,Germany,Female,39,6,74596,3,1,1,85746,Churn
15637753,751,Germany,Male,50,2,96888,1,1,0,77206,Churn
15605461,594,Germany,Female,29,3,130830,1,1,0,61048,Retention
15808473,673,France,Male,72,1,0,2,0,1,111981,Retention
15627000,610,France,Male,40,0,0,2,1,0,62232,Retention
15787174,512,France,Female,37,1,0,2,0,1,156105,Retention
15723886,767,Germany,Male,20,3,119714,2,0,1,150135,Retention
15704769,585,France,Female,67,5,113978,2,0,1,93146,Retention
15772896,763,Germany,Male,42,6,100160,1,1,0,33462,Churn
15711540,712,France,Female,29,2,0,1,1,1,144375,Retention
15764866,539,Germany,Female,43,3,116220,3,1,0,55803,Churn
15794056,668,France,Female,46,2,0,3,1,0,89048,Churn
15795149,703,France,Male,28,2,81173,2,0,1,162812,Retention
15812009,662,Spain,Male,38,4,0,2,1,0,136259,Retention
15651001,725,Germany,Female,39,5,116803,1,1,0,124052,Retention
15813844,703,France,Male,37,8,105961,2,0,1,74158,Retention
15596175,659,Germany,Male,67,6,117411,1,1,1,45071,Churn
15576269,523,Spain,Male,34,7,0,2,1,0,62030,Retention
15797219,635,France,Female,40,10,123497,1,1,0,131953,Churn
15685500,772,Germany,Male,26,7,152400,2,1,0,79414,Retention
15599792,545,France,Female,26,1,0,2,1,1,199638,Retention
15657566,634,Germany,Male,24,8,103097,1,1,1,157577,Retention
15772423,739,Germany,Male,54,8,126418,1,1,0,134420,Churn
15628112,771,Germany,Female,36,5,77846,1,0,0,99805,Retention
15753754,587,Spain,Female,34,1,0,2,1,1,97932,Retention
15793726,681,France,Female,79,0,0,2,0,1,170968,Retention
15694717,544,Germany,Male,37,2,79731,1,1,1,57558,Retention
15665834,696,Spain,Male,28,8,0,1,0,0,176713,Retention
15765297,766,Spain,Male,41,0,0,2,0,1,34283,Retention
15636684,727,France,Male,34,10,0,2,1,1,198637,Retention
15592979,671,Germany,Female,34,6,37266,2,0,0,156917,Retention
15750803,693,France,Female,30,6,127992,1,1,1,50457,Retention
15607178,850,Germany,Male,38,3,54901,1,1,1,140075,Retention
15713853,732,Germany,Male,42,9,108748,2,1,1,65323,Retention
15673481,726,Spain,Female,48,6,99906,1,1,0,64323,Retention
15686776,557,France,Female,32,6,184686,2,1,0,14956,Retention
15673693,682,France,Female,26,0,110654,1,0,1,111879,Retention
15700696,738,Spain,Male,31,9,79019,1,1,1,18606,Retention
15813163,531,Spain,Female,36,9,99240,1,1,0,123137,Retention
15653857,498,France,Male,34,2,0,2,1,1,148528,Retention
15777076,651,France,Male,36,7,0,2,1,0,13898,Retention
15717398,549,Spain,Female,39,7,0,1,0,0,81259,Churn
15799217,791,Germany,Female,35,7,52436,1,1,0,161051,Retention
15787071,650,Spain,Male,41,9,0,2,0,1,191599,Retention
15619955,733,Germany,Male,34,3,100337,3,1,0,48559,Churn
15796505,811,Germany,Female,34,1,149297,2,1,1,186339,Retention
15725166,707,France,Male,30,8,0,2,1,0,33159,Retention
15800116,712,Germany,Male,28,4,145605,1,0,1,93883,Retention
15758685,706,Spain,Female,37,7,0,2,1,1,110899,Retention
15694456,756,France,Male,62,3,0,1,1,1,11199,Churn
15767339,777,France,Female,53,10,0,2,1,0,189992,Retention
15683562,646,France,Male,35,6,84026,1,0,1,164255,Retention
15782210,714,France,Male,46,1,0,1,1,0,152167,Churn
15668893,782,France,Male,39,8,0,2,1,1,33949,Retention
15669169,775,Spain,Male,29,10,0,2,1,1,68143,Retention
15643024,479,Germany,Male,35,4,138718,1,1,1,47251,Churn
15699389,807,France,Male,42,7,118274,1,1,1,25885,Retention
15708608,799,France,Female,22,8,174185,2,0,1,192633,Retention
15626144,675,France,Male,40,7,113208,2,1,0,34577,Retention
15573112,602,Spain,Male,29,5,103907,1,1,0,161229,Retention
15790678,475,France,Female,32,8,119023,1,1,0,100816,Retention
15727556,744,Spain,Female,26,5,166297,1,1,1,181694,Retention
15697307,588,Spain,Male,34,10,0,2,1,0,79078,Retention
15652266,703,Germany,Male,42,9,63227,1,0,1,137316,Retention
15607098,747,Spain,Female,41,5,94521,2,1,0,194926,Retention
15655774,583,France,Male,27,7,0,2,1,0,51285,Retention
15590241,750,Spain,Female,34,9,112822,1,0,0,150401,Churn
15785819,681,France,Male,38,3,0,2,1,1,112491,Retention
15723654,773,France,Male,25,2,135903,1,1,0,73656,Retention
15774510,714,France,Female,31,4,125169,1,1,1,106636,Retention
15684173,687,Spain,Female,44,7,0,3,1,0,155853,Churn
15650068,511,France,Male,58,0,149117,1,1,1,162599,Retention
15811490,627,France,Male,33,5,0,2,1,1,103737,Retention
15803976,694,France,Female,31,10,0,2,1,0,160990,Retention
15682541,616,Spain,Female,36,6,132311,1,0,0,15462,Retention
15695699,687,France,Male,35,8,0,2,1,0,10334,Retention
15624188,712,France,Female,33,6,0,2,1,1,190686,Retention
15812191,553,France,Male,33,4,118082,1,0,0,94440,Retention
15636673,667,France,Male,31,1,119266,1,1,1,28257,Retention
15594898,731,France,Male,43,2,0,1,1,1,170034,Churn
15660211,629,Germany,Male,35,7,156847,2,1,0,31824,Retention
15773972,614,France,Male,50,4,137104,1,1,0,127166,Churn
15746726,438,Germany,Male,31,8,78398,1,1,0,44937,Retention
15712287,652,France,Female,80,4,0,2,1,1,188603,Retention
15702919,729,Germany,Male,30,6,63669,1,1,0,145111,Retention
15674398,642,France,Male,38,3,0,2,0,0,171463,Retention
15797960,806,Germany,Female,59,0,135296,1,1,0,182822,Retention
15631868,744,Spain,Male,36,2,153804,1,1,1,87213,Retention
15581539,474,Spain,Male,37,3,0,2,0,0,57175,Retention
15662736,559,France,Male,49,2,147069,1,1,0,120540,Churn
15666252,706,Spain,Male,42,9,0,2,1,1,28714,Retention
15677512,628,Spain,Female,22,3,0,1,1,0,85426,Retention
15626114,429,France,Male,24,4,95741,1,1,0,46170,Retention
15810834,525,Spain,Female,57,2,145965,1,1,1,64448,Retention
15678910,680,France,Female,30,8,141441,1,1,1,16278,Retention
15694408,749,France,Male,40,1,139290,1,1,0,182855,Churn
15585215,763,France,Female,31,4,0,2,0,0,50404,Retention
15682757,734,France,Male,30,3,0,2,1,0,107640,Retention
15736601,716,France,Male,35,4,144428,1,1,0,134132,Retention
15601848,594,France,Male,35,2,0,2,1,0,103480,Retention
15736008,644,France,Female,46,9,95441,1,1,0,108761,Churn
15669064,671,Germany,Male,35,1,144848,1,1,1,179012,Retention
15624528,664,Germany,Male,26,7,116244,2,1,1,95145,Retention
15598493,656,France,Male,50,7,0,2,0,1,72143,Retention
15601274,667,Spain,Female,40,1,146502,1,1,0,19162,Retention
15702669,663,Germany,Male,44,2,117028,2,0,1,144680,Retention
15728669,584,Germany,Female,30,8,112013,1,1,0,177772,Churn
15742668,626,Spain,Female,37,6,108269,1,1,0,5597,Retention
15697441,485,France,Male,29,7,182123,1,1,0,116828,Churn
15740476,659,Germany,Female,32,3,150923,2,0,1,174652,Retention
15648064,649,France,Male,33,2,0,2,1,0,2010,Retention
15636624,805,Spain,Female,39,5,165272,1,1,0,14109,Churn
15807923,716,Germany,Female,39,10,115301,1,1,0,43527,Churn
15745844,642,Germany,Female,40,6,129502,2,0,1,86099,Churn
15786170,659,France,Male,31,4,118342,1,0,0,161574,Retention
15681081,545,Spain,Female,47,5,0,2,1,1,38970,Retention
15684484,543,France,Male,22,8,0,2,0,0,127587,Retention
15785869,718,France,Female,25,7,0,2,1,0,30380,Retention
15763859,840,France,Female,43,7,0,2,1,0,90908,Retention
15658935,630,Germany,Female,34,9,106937,2,1,0,138275,Retention
15747358,643,Germany,Male,59,3,170331,1,1,1,32171,Retention
15735203,654,Germany,Female,32,1,114510,1,1,1,126143,Retention
15576256,582,France,Male,39,5,0,2,1,1,129892,Retention
15659420,659,Spain,Male,32,3,107594,2,1,1,102416,Retention
15593365,762,Spain,Male,39,2,81273,1,1,1,18719,Retention
15777352,568,Spain,Female,32,7,169399,1,1,0,61936,Retention
15812007,670,Spain,Male,25,6,0,2,1,1,78358,Retention
15625461,613,France,Female,45,1,187841,2,1,1,147224,Retention
15739438,539,France,Male,30,0,0,2,1,0,160979,Retention
15611759,850,Spain,Female,57,8,126776,2,1,1,132298,Retention
15661629,522,Spain,Male,34,9,126436,1,1,0,174248,Churn
15633950,737,France,Male,41,1,101960,1,1,1,123547,Retention
15592386,520,France,Male,58,3,0,2,0,1,32790,Retention
15803716,706,Spain,Male,28,3,0,2,0,1,181543,Retention
15696674,643,Germany,Female,45,2,150842,1,0,1,2319,Churn
15706365,648,France,Female,50,9,102535,1,1,1,189543,Retention
15745088,443,Germany,Female,29,9,99027,2,1,0,10940,Retention
15676715,640,France,Male,68,9,0,2,1,1,199493,Retention
15613085,628,Spain,Female,33,3,0,1,1,1,188193,Retention
15633537,540,Germany,Female,42,9,87271,2,1,0,172572,Retention
15594720,460,Germany,Female,35,8,102742,2,1,1,189339,Retention
15684042,636,Germany,Male,34,2,40105,2,0,1,53512,Retention
15583303,593,France,Female,29,2,152265,1,1,0,34004,Retention
15611579,801,Spain,Male,42,4,141947,1,1,1,10598,Retention
15774696,640,Germany,Female,75,1,106307,2,0,1,113428,Retention
15694506,611,Germany,Male,31,0,107884,2,1,1,183487,Retention
15688074,802,Germany,Male,31,1,125013,1,1,1,187658,Retention
15759537,717,Germany,Male,35,7,58469,2,1,1,172459,Retention
15758449,769,France,Female,39,8,0,1,0,1,21016,Retention
15583456,745,Germany,Male,45,10,117231,3,1,1,122381,Churn
15667871,572,Spain,Male,35,4,152390,1,1,0,128123,Retention
15677371,629,Spain,Female,30,2,34013,1,1,0,19570,Retention
15629677,687,Spain,Female,39,2,0,3,0,0,188150,Churn
15713578,483,France,Female,50,9,0,2,1,1,111020,Retention
15591509,690,France,Male,36,7,101583,2,1,0,123775,Retention
15568240,492,Germany,Female,30,10,77168,2,0,1,146700,Retention
15622993,709,Germany,Male,28,8,124695,2,1,0,145251,Retention
15689294,705,Germany,Male,44,3,105934,1,1,0,82463,Retention
15720910,560,France,Female,66,9,0,1,1,1,15928,Retention
15721181,611,Spain,Male,46,6,0,2,1,0,45886,Retention
15776433,730,Spain,Male,62,2,0,2,1,1,186489,Retention
15748936,709,Spain,Female,45,2,0,2,0,1,162922,Retention
15717225,544,France,Female,21,10,161525,2,1,0,9262,Retention
15685226,712,Germany,Female,29,7,147199,1,1,1,84932,Retention
15785611,752,Germany,Male,38,3,183102,1,1,1,71557,Retention
15573456,648,Spain,Male,46,9,127209,2,1,0,77405,Churn
15684548,556,Spain,Male,38,8,0,2,0,0,417,Churn
15620505,594,Spain,Female,24,0,97378,1,1,1,71405,Retention
15807432,645,Germany,Female,37,2,136925,2,0,1,153400,Retention
15584766,557,France,Male,33,3,54503,1,1,1,371,Retention
15612187,547,Germany,Male,32,8,155726,1,1,0,67789,Retention
15762218,701,France,Female,39,9,0,2,0,1,145894,Retention
15646372,616,France,Female,66,1,135842,1,1,0,183840,Churn
15690452,605,France,Male,52,1,63349,1,1,0,108887,Retention
15747795,593,Germany,Female,38,4,129499,1,1,1,154071,Retention
15781589,751,Spain,Male,52,8,0,2,0,1,179291,Retention
15732674,443,Spain,Male,36,6,70438,2,0,1,56937,Retention
15642291,685,France,Male,23,8,0,2,1,1,112239,Retention
15692761,718,France,Male,36,9,0,1,1,0,45909,Retention
15578045,538,Spain,Female,49,9,141434,1,0,0,173779,Churn
15745354,611,Spain,Female,37,4,0,2,1,0,125696,Retention
15701376,668,Germany,Male,37,10,152958,2,1,1,159585,Retention
15691625,537,Germany,Female,41,3,138306,1,1,0,106761,Retention
15566594,709,Spain,Male,23,10,0,2,0,0,129590,Retention
15760431,850,France,Male,38,1,0,2,1,1,80006,Retention
15686302,745,Spain,Female,31,3,124328,1,1,1,140451,Retention
15801559,693,Germany,Female,41,9,181461,3,1,1,187929,Churn
15810432,795,Spain,Male,35,8,0,2,1,0,167155,Retention
15809616,626,Spain,Male,26,8,0,2,0,0,191420,Retention
15720559,487,Germany,Female,61,5,110368,1,0,0,11384,Churn
15695632,556,France,Female,39,9,89588,1,1,1,94898,Retention
15659843,643,France,Female,46,6,0,2,0,0,106781,Retention
15615624,605,France,Female,28,6,0,2,0,0,159508,Retention
15810418,756,Germany,Female,60,3,115924,1,1,0,93524,Churn
15716186,586,France,Female,38,2,0,2,1,0,87168,Retention
15674551,535,Germany,Male,40,7,111756,1,1,0,8128,Churn
15622834,678,France,Female,35,4,0,1,1,0,125518,Retention
15566111,596,France,Male,39,9,0,1,1,0,48963,Retention
15784597,648,France,Male,26,9,162923,1,1,0,98368,Retention
15652883,492,Germany,Male,39,10,124576,2,1,0,148584,Retention
15806964,702,France,Male,45,0,80793,1,1,1,27474,Retention
15576313,486,Germany,Female,40,9,71340,1,1,0,76192,Retention
15806467,568,Germany,Male,40,1,99282,1,0,0,134600,Churn
15597602,619,Germany,Male,57,3,137946,1,1,1,72467,Churn
15743040,724,Germany,Male,41,2,127892,2,0,1,199645,Retention
15705521,548,Germany,Female,33,0,101084,1,1,0,42749,Retention
15595039,545,Germany,Female,37,8,114754,1,1,0,136050,Churn
15799384,683,France,Male,33,8,0,1,0,0,73564,Retention
15581197,762,France,Female,51,3,99286,1,0,1,85578,Retention
15693737,627,Germany,Female,30,4,79871,2,1,0,129826,Retention
15624623,516,France,Male,35,10,104088,2,0,0,119666,Retention
